PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title
107,1,3,"Salkjelsvik, Miss. Anna Kristine",False,21.0,0,0,343120,7.65,,S,1
109,0,3,"Rekic, Mr. Tido",True,38.0,0,0,349249,7.8958,,S,0
111,0,1,"Porter, Mr. Walter Chamberlain",True,47.0,0,0,110465,52.0,C110,S,0
112,0,3,"Zabour, Miss. Hileni",False,14.5,1,0,2665,14.4542,,C,1
113,0,3,"Barton, Mr. David John",True,22.0,0,0,324669,8.05,,S,0
114,0,3,"Jussila, Miss. Katriina",False,20.0,1,0,4136,9.825,,S,1
115,0,3,"Attalah, Miss. Malake",False,17.0,0,0,2627,14.4583,,C,1
116,0,3,"Pekoniemi, Mr. Edvard",True,21.0,0,0,STON/O 2. 3101294,7.925,,S,0
117,0,3,"Connors, Mr. Patrick",True,70.5,0,0,370369,7.75,,Q,0
118,0,2,"Turpin, Mr. William John Robert",True,29.0,1,0,11668,21.0,,S,0
119,0,1,"Baxter, Mr. Quigg Edmond",True,24.0,0,1,PC 17558,247.5208,B58 B60,C,0
120,0,3,"Andersson, Miss. Ellis Anna Maria",False,2.0,4,2,347082,31.275,,S,1
121,0,2,"Hickman, Mr. Stanley George",True,21.0,2,0,S.O.C. 14879,73.5,,S,0
123,0,2,"Nasser, Mr. Nicholas",True,32.5,1,0,237736,30.0708,,C,0
124,1,2,"Webber, Miss. Susan",False,32.5,0,0,27267,13.0,E101,S,1
125,0,1,"White, Mr. Percival Wayland",True,54.0,0,1,35281,77.2875,D26,S,0
126,1,3,"Nicola-Yarred, Master. Elias",True,12.0,1,0,2651,11.2417,,C,3
128,1,3,"Madsen, Mr. Fridtjof Arne",True,24.0,0,0,C 17369,7.1417,,S,0
130,0,3,"Ekstrom, Mr. Johan",True,45.0,0,0,347061,6.975,,S,0
131,0,3,"Drazenoic, Mr. Jozef",True,33.0,0,0,349241,7.8958,,C,0
132,0,3,"Coelho, Mr. Domingos Fernandeo",True,20.0,0,0,SOTON/O.Q. 3101307,7.05,,S,0
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",False,47.0,1,0,A/5. 3337,14.5,,S,2
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",False,29.0,1,0,228414,26.0,,S,2
135,0,2,"Sobey, Mr. Samuel James Hayden",True,25.0,0,0,C.A. 29178,13.0,,S,0
136,0,2,"Richard, Mr. Emile",True,23.0,0,0,SC/PARIS 2133,15.0458,,C,0
137,1,1,"Newsom, Miss. Helen Monypeny",False,19.0,0,2,11752,26.2833,D47,S,1
138,0,1,"Futrelle, Mr. Jacques Heath",True,37.0,1,0,113803,53.1,C123,S,0
139,0,3,"Osen, Mr. Olaf Elon",True,16.0,0,0,7534,9.2167,,S,0
140,0,1,"Giglio, Mr. Victor",True,24.0,0,0,PC 17593,79.2,B86,C,0
142,1,3,"Nysten, Miss. Anna Sofia",False,22.0,0,0,347081,7.75,,S,1
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",False,24.0,1,0,STON/O2. 3101279,15.85,,S,2
144,0,3,"Burke, Mr. Jeremiah",True,19.0,0,0,365222,6.75,,Q,0
145,0,2,"Andrew, Mr. Edgardo Samuel",True,18.0,0,0,231945,11.5,,S,0
146,0,2,"Nicholls, Mr. Joseph Charles",True,19.0,1,1,C.A. 33112,36.75,,S,0
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",True,27.0,0,0,350043,7.7958,,S,0
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",False,9.0,2,2,W./C. 6608,34.375,,S,1
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",True,36.5,0,2,230080,26.0,F2,S,0
150,0,2,"Byles, Rev. Thomas Roussel Davids",True,42.0,0,0,244310,13.0,,S,4
151,0,2,"Bateman, Rev. Robert James",True,51.0,0,0,S.O.P. 1166,12.525,,S,4
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",False,22.0,1,0,113776,66.6,C2,S,2
153,0,3,"Meo, Mr. Alfonzo",True,55.5,0,0,A.5. 11206,8.05,,S,0
154,0,3,"van Billiard, Mr. Austin Blyler",True,40.5,0,2,A/5. 851,14.5,,S,0
156,0,1,"Williams, Mr. Charles Duane",True,51.0,0,1,PC 17597,61.3792,,C,0
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",False,16.0,0,0,35851,7.7333,,Q,1
158,0,3,"Corn, Mr. Harry",True,30.0,0,0,SOTON/OQ 392090,8.05,,S,0
161,0,3,"Cribb, Mr. John Hatfield",True,44.0,0,1,371362,16.1,,S,0
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",False,40.0,0,0,C.A. 33595,15.75,,S,2
163,0,3,"Bengtsson, Mr. John Viktor",True,26.0,0,0,347068,7.775,,S,0
164,0,3,"Calic, Mr. Jovo",True,17.0,0,0,315093,8.6625,,S,0
165,0,3,"Panula, Master. Eino Viljami",True,1.0,4,1,3101295,39.6875,,S,3
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",True,9.0,0,2,363291,20.525,,S,3
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",False,45.0,1,4,347088,27.9,,S,2
170,0,3,"Ling, Mr. Lee",True,28.0,0,0,1601,56.4958,,S,0
171,0,1,"Van der hoef, Mr. Wyckoff",True,61.0,0,0,111240,33.5,B19,S,0
172,0,3,"Rice, Master. Arthur",True,4.0,4,1,382652,29.125,,Q,3
173,1,3,"Johnson, Miss. Eleanor Ileen",False,1.0,1,1,347742,11.1333,,S,1
174,0,3,"Sivola, Mr. Antti Wilhelm",True,21.0,0,0,STON/O 2. 3101280,7.925,,S,0
175,0,1,"Smith, Mr. James Clinch",True,56.0,0,0,17764,30.6958,A7,C,0
176,0,3,"Klasen, Mr. Klas Albin",True,18.0,1,1,350404,7.8542,,S,0
178,0,1,"Isham, Miss. Ann Elizabeth",False,50.0,0,0,PC 17595,28.7125,C49,C,1
179,0,2,"Hale, Mr. Reginald",True,30.0,0,0,250653,13.0,,S,0
180,0,3,"Leonard, Mr. Lionel",True,36.0,0,0,LINE,0.0,,S,0
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",True,9.0,4,2,347077,31.3875,,S,3
184,1,2,"Becker, Master. Richard F",True,1.0,2,1,230136,39.0,F4,S,3
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",False,4.0,0,2,315153,22.025,,S,1
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",True,45.0,0,0,111428,26.55,,S,0
189,0,3,"Bourke, Mr. John",True,40.0,1,1,364849,15.5,,Q,0
190,0,3,"Turcin, Mr. Stjepan",True,36.0,0,0,349247,7.8958,,S,0
191,1,2,"Pinsky, Mrs. (Rosa)",False,32.0,0,0,234604,13.0,,S,2
192,0,2,"Carbines, Mr. William",True,19.0,0,0,28424,13.0,,S,0
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",False,19.0,1,0,350046,7.8542,,S,1
194,1,2,"Navratil, Master. Michel M",True,3.0,1,1,230080,26.0,F2,S,3
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",False,44.0,0,0,PC 17610,27.7208,B4,C,2
196,1,1,"Lurette, Miss. Elise",False,58.0,0,0,PC 17569,146.5208,B80,C,1
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",True,42.0,0,1,4579,8.4042,,S,0
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",False,24.0,0,0,248747,13.0,,S,1
201,0,3,"Vande Walle, Mr. Nestor Cyriel",True,28.0,0,0,345770,9.5,,S,0
203,0,3,"Johanson, Mr. Jakob Alfred",True,34.0,0,0,3101264,6.4958,,S,0
204,0,3,"Youseff, Mr. Gerious",True,45.5,0,0,2628,7.225,,C,0
205,1,3,"Cohen, Mr. Gurshon ""Gus""",True,18.0,0,0,A/5 3540,8.05,,S,0
206,0,3,"Strom, Miss. Telma Matilda",False,2.0,0,1,347054,10.4625,G6,S,1
207,0,3,"Backstrom, Mr. Karl Alfred",True,32.0,1,0,3101278,15.85,,S,0
208,1,3,"Albimona, Mr. Nassef Cassem",True,26.0,0,0,2699,18.7875,,C,0
209,1,3,"Carr, Miss. Helen ""Ellen""",False,16.0,0,0,367231,7.75,,Q,1
210,1,1,"Blank, Mr. Henry",True,40.0,0,0,112277,31.0,A31,C,0
211,0,3,"Ali, Mr. Ahmed",True,24.0,0,0,SOTON/O.Q. 3101311,7.05,,S,0
212,1,2,"Cameron, Miss. Clear Annie",False,35.0,0,0,F.C.C. 13528,21.0,,S,1
213,0,3,"Perkin, Mr. John Henry",True,22.0,0,0,A/5 21174,7.25,,S,0
214,0,2,"Givard, Mr. Hans Kristensen",True,30.0,0,0,250646,13.0,,S,0
216,1,1,"Newell, Miss. Madeleine",False,31.0,1,0,35273,113.275,D36,C,1
217,1,3,"Honkanen, Miss. Eliina",False,27.0,0,0,STON/O2. 3101283,7.925,,S,1
218,0,2,"Jacobsohn, Mr. Sidney Samuel",True,42.0,1,0,243847,27.0,,S,0
219,1,1,"Bazzani, Miss. Albina",False,32.0,0,0,11813,76.2917,D15,C,1
220,0,2,"Harris, Mr. Walter",True,30.0,0,0,W/C 14208,10.5,,S,0
221,1,3,"Sunderland, Mr. Victor Francis",True,16.0,0,0,SOTON/OQ 392089,8.05,,S,0
222,0,2,"Bracken, Mr. James H",True,27.0,0,0,220367,13.0,,S,0
223,0,3,"Green, Mr. George Henry",True,51.0,0,0,21440,8.05,,S,0
225,1,1,"Hoyt, Mr. Frederick Maxfield",True,38.0,1,0,19943,90.0,C93,S,0
226,0,3,"Berglund, Mr. Karl Ivar Sven",True,22.0,0,0,PP 4348,9.35,,S,0
227,1,2,"Mellors, Mr. William John",True,19.0,0,0,SW/PP 751,10.5,,S,0
228,0,3,"Lovell, Mr. John Hall (""Henry"")",True,20.5,0,0,A/5 21173,7.25,,S,0
229,0,2,"Fahlstrom, Mr. Arne Jonas",True,18.0,0,0,236171,13.0,,S,0
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",False,35.0,1,0,36973,83.475,C83,S,2
232,0,3,"Larsson, Mr. Bengt Edvin",True,29.0,0,0,347067,7.775,,S,0
233,0,2,"Sjostedt, Mr. Ernst Adolf",True,59.0,0,0,237442,13.5,,S,0
234,1,3,"Asplund, Miss. Lillian Gertrud",False,5.0,4,2,347077,31.3875,,S,1
235,0,2,"Leyson, Mr. Robert William Norman",True,24.0,0,0,C.A. 29566,10.5,,S,0
237,0,2,"Hold, Mr. Stephen",True,44.0,1,0,26707,26.0,,S,0
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",False,8.0,0,2,C.A. 31921,26.25,,S,1
239,0,2,"Pengelly, Mr. Frederick William",True,19.0,0,0,28665,10.5,,S,0
240,0,2,"Hunt, Mr. George Henry",True,33.0,0,0,SCO/W 1585,12.275,,S,0
243,0,2,"Coleridge, Mr. Reginald Charles",True,29.0,0,0,W./C. 14263,10.5,,S,0
244,0,3,"Maenpaa, Mr. Matti Alexanteri",True,22.0,0,0,STON/O 2. 3101275,7.125,,S,0
245,0,3,"Attalah, Mr. Sleiman",True,30.0,0,0,2694,7.225,,C,0
246,0,1,"Minahan, Dr. William Edward",True,44.0,2,0,19928,90.0,C78,Q,4
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",False,25.0,0,0,347071,7.775,,S,1
248,1,2,"Hamalainen, Mrs. William (Anna)",False,24.0,0,2,250649,14.5,,S,2
249,1,1,"Beckwith, Mr. Richard Leonard",True,37.0,1,1,11751,52.5542,D35,S,0
250,0,2,"Carter, Rev. Ernest Courtenay",True,54.0,1,0,244252,26.0,,S,4
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",False,29.0,1,1,347054,10.4625,G6,S,2
253,0,1,"Stead, Mr. William Thomas",True,62.0,0,0,113514,26.55,C87,S,0
254,0,3,"Lobb, Mr. William Arthur",True,30.0,1,0,A/5. 3336,16.1,,S,0
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",False,41.0,0,2,370129,20.2125,,S,2
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",False,29.0,0,2,2650,15.2458,,C,2
258,1,1,"Cherry, Miss. Gladys",False,30.0,0,0,110152,86.5,B77,S,1
259,1,1,"Ward, Miss. Anna",False,35.0,0,0,PC 17755,512.3292,,C,1
260,1,2,"Parrish, Mrs. (Lutie Davis)",False,50.0,0,1,230433,26.0,,S,2
262,1,3,"Asplund, Master. Edvin Rojj Felix",True,3.0,4,2,347077,31.3875,,S,3
263,0,1,"Taussig, Mr. Emil",True,52.0,1,1,110413,79.65,E67,S,0
264,0,1,"Harrison, Mr. William",True,40.0,0,0,112059,0.0,B94,S,0
266,0,2,"Reeves, Mr. David",True,36.0,0,0,C.A. 17248,10.5,,S,0
267,0,3,"Panula, Mr. Ernesti Arvid",True,16.0,4,1,3101295,39.6875,,S,0
268,1,3,"Persson, Mr. Ernst Ulrik",True,25.0,1,0,347083,7.775,,S,0
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",False,58.0,0,1,PC 17582,153.4625,C125,S,2
270,1,1,"Bissette, Miss. Amelia",False,35.0,0,0,PC 17760,135.6333,C99,S,1
272,1,3,"Tornquist, Mr. William Henry",True,25.0,0,0,LINE,0.0,,S,0
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",False,41.0,0,1,250644,19.5,,S,2
274,0,1,"Natsch, Mr. Charles H",True,37.0,0,1,PC 17596,29.7,C118,C,0
276,1,1,"Andrews, Miss. Kornelia Theodosia",False,63.0,1,0,13502,77.9583,D7,S,1
277,0,3,"Lindblom, Miss. Augusta Charlotta",False,45.0,0,0,347073,7.75,,S,1
279,0,3,"Rice, Master. Eric",True,7.0,4,1,382652,29.125,,Q,3
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",False,35.0,1,1,C.A. 2673,20.25,,S,2
281,0,3,"Duane, Mr. Frank",True,65.0,0,0,336439,7.75,,Q,0
282,0,3,"Olsson, Mr. Nils Johan Goransson",True,28.0,0,0,347464,7.8542,,S,0
283,0,3,"de Pelsmaeker, Mr. Alfons",True,16.0,0,0,345778,9.5,,S,0
284,1,3,"Dorking, Mr. Edward Arthur",True,19.0,0,0,A/5. 10482,8.05,,S,0
286,0,3,"Stankovic, Mr. Ivan",True,33.0,0,0,349239,8.6625,,C,0
287,1,3,"de Mulder, Mr. Theodore",True,30.0,0,0,345774,9.5,,S,0
288,0,3,"Naidenoff, Mr. Penko",True,22.0,0,0,349206,7.8958,,S,0
289,1,2,"Hosono, Mr. Masabumi",True,42.0,0,0,237798,13.0,,S,0
290,1,3,"Connolly, Miss. Kate",False,22.0,0,0,370373,7.75,,Q,1
291,1,1,"Barber, Miss. Ellen ""Nellie""",False,26.0,0,0,19877,78.85,,S,1
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",False,19.0,1,0,11967,91.0792,B49,C,2
293,0,2,"Levy, Mr. Rene Jacques",True,36.0,0,0,SC/Paris 2163,12.875,D,C,0
294,0,3,"Haas, Miss. Aloisia",False,24.0,0,0,349236,8.85,,S,1
295,0,3,"Mineff, Mr. Ivan",True,24.0,0,0,349233,7.8958,,S,0
297,0,3,"Hanna, Mr. Mansour",True,23.5,0,0,2693,7.2292,,C,0
298,0,1,"Allison, Miss. Helen Loraine",False,2.0,1,2,113781,151.55,C22 C26,S,1
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",False,50.0,0,1,PC 17558,247.5208,B58 B60,C,2
303,0,3,"Johnson, Mr. William Cahoone Jr",True,19.0,0,0,LINE,0.0,,S,0
306,1,1,"Allison, Master. Hudson Trevor",True,0.92,1,2,113781,151.55,C22 C26,S,3
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",False,17.0,1,0,PC 17758,108.9,C65,C,2
309,0,2,"Abelson, Mr. Samuel",True,30.0,1,0,P/PP 3381,24.0,,C,0
310,1,1,"Francatelli, Miss. Laura Mabel",False,30.0,0,0,PC 17485,56.9292,E36,C,1
311,1,1,"Hays, Miss. Margaret Bechstein",False,24.0,0,0,11767,83.1583,C54,C,1
312,1,1,"Ryerson, Miss. Emily Borie",False,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,1
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",False,26.0,1,1,250651,26.0,,S,2
314,0,3,"Hendekovic, Mr. Ignjac",True,28.0,0,0,349243,7.8958,,S,0
315,0,2,"Hart, Mr. Benjamin",True,43.0,1,1,F.C.C. 13529,26.25,,S,0
316,1,3,"Nilsson, Miss. Helmina Josefina",False,26.0,0,0,347470,7.8542,,S,1
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",False,24.0,1,0,244367,26.0,,S,2
318,0,2,"Moraweck, Dr. Ernest",True,54.0,0,0,29011,14.0,,S,4
319,1,1,"Wick, Miss. Mary Natalie",False,31.0,0,2,36928,164.8667,C7,S,1
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",False,40.0,1,1,16966,134.5,E34,C,2
321,0,3,"Dennis, Mr. Samuel",True,22.0,0,0,A/5 21172,7.25,,S,0
322,0,3,"Danoff, Mr. Yoto",True,27.0,0,0,349219,7.8958,,S,0
323,1,2,"Slayter, Miss. Hilda Mary",False,30.0,0,0,234818,12.35,,Q,1
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",False,22.0,1,1,248738,29.0,,S,2
326,1,1,"Young, Miss. Marie Grice",False,36.0,0,0,PC 17760,135.6333,C32,C,1
327,0,3,"Nysveen, Mr. Johan Hansen",True,61.0,0,0,345364,6.2375,,S,0
328,1,2,"Ball, Mrs. (Ada E Hall)",False,36.0,0,0,28551,13.0,D,S,2
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",False,31.0,1,1,363291,20.525,,S,2
330,1,1,"Hippach, Miss. Jean Gertrude",False,16.0,0,1,111361,57.9792,B18,C,1
332,0,1,"Partner, Mr. Austen",True,45.5,0,0,113043,28.5,C124,S,0
333,0,1,"Graham, Mr. George Edward",True,38.0,0,1,PC 17582,153.4625,C91,S,0
334,0,3,"Vander Planke, Mr. Leo Edmondus",True,16.0,2,0,345764,18.0,,S,0
337,0,1,"Pears, Mr. Thomas Clinton",True,29.0,1,0,113776,66.6,C2,S,0
338,1,1,"Burns, Miss. Elizabeth Margaret",False,41.0,0,0,16966,134.5,E40,C,1
339,1,3,"Dahl, Mr. Karl Edwart",True,45.0,0,0,7598,8.05,,S,0
340,0,1,"Blackwell, Mr. Stephen Weart",True,45.0,0,0,113784,35.5,T,S,0
341,1,2,"Navratil, Master. Edmond Roger",True,2.0,1,1,230080,26.0,F2,S,3
342,1,1,"Fortune, Miss. Alice Elizabeth",False,24.0,3,2,19950,263.0,C23 C25 C27,S,1
343,0,2,"Collander, Mr. Erik Gustaf",True,28.0,0,0,248740,13.0,,S,0
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",True,25.0,0,0,244361,13.0,,S,0
345,0,2,"Fox, Mr. Stanley Hubert",True,36.0,0,0,229236,13.0,,S,0
346,1,2,"Brown, Miss. Amelia ""Mildred""",False,24.0,0,0,248733,13.0,F33,S,1
